# CHAOS-8.1 ionospheric field model
# Extracted on 2024-10-21 10:26:57.470206
#
# NOTE: The format of this file is identical to the AMPS model
# coefficient file, which includes both toroidal and poloidal fields.
# Since the toroidal part is not co-estimated in CHAOS-8, the
# corresponding coefficients are set to zero.
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
#
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
23 2 0.0000000 0.0000000  0.1191940  0.2110916 0.0000000 0.0000000  0.0051899  0.0097331 0.0000000 0.0000000  0.0181812  0.0160759 0.0000000 0.0000000  0.0205099  0.0179816 0.0000000 0.0000000  0.0036580 -0.0058813 0.0000000 0.0000000  0.0071248  0.0101625 0.0000000 0.0000000 -0.0008941  0.0009956 0.0000000 0.0000000 -0.0020832 -0.0001593 0.0000000 0.0000000 -0.0011642 -0.0006103 0.0000000 0.0000000 -0.0003729 -0.0000241 0.0000000 0.0000000  0.0000893 -0.0000849 0.0000000 0.0000000  0.0001773  0.0006438 0.0000000 0.0000000 -0.0015841 -0.0122221 0.0000000 0.0000000 -0.0001680 -0.0016477 0.0000000 0.0000000 -0.0073603 -0.0302355 0.0000000 0.0000000 -0.0000454  0.0001034 0.0000000 0.0000000  0.0001162 -0.0003015 0.0000000 0.0000000  0.0001787 -0.0001794 0.0000000 0.0000000  0.0003445 -0.0001790
23 3 0.0000000 0.0000000 -0.0179194 -0.0074066 0.0000000 0.0000000  0.0006202 -0.0010146 0.0000000 0.0000000  0.0135713 -0.0060476 0.0000000 0.0000000  0.0033324 -0.0027301 0.0000000 0.0000000  0.0085198 -0.0056358 0.0000000 0.0000000 -0.0070082 -0.0026982 0.0000000 0.0000000  0.0005038  0.0028761 0.0000000 0.0000000  0.0002411  0.0002367 0.0000000 0.0000000  0.0003707 -0.0018093 0.0000000 0.0000000 -0.0000051 -0.0004141 0.0000000 0.0000000 -0.0000507 -0.0001283 0.0000000 0.0000000  0.0000250  0.0006524 0.0000000 0.0000000  0.0057211 -0.0014579 0.0000000 0.0000000  0.0030694  0.0049943 0.0000000 0.0000000 -0.0058558  0.0043357 0.0000000 0.0000000  0.0000803 -0.0000969 0.0000000 0.0000000  0.0000199  0.0000858 0.0000000 0.0000000 -0.0000684  0.0007120 0.0000000 0.0000000  0.0000852  0.0000293
24 0 0.0000000       NaN  0.0181856        NaN 0.0000000       NaN  0.0362143        NaN 0.0000000       NaN -0.0060345        NaN 0.0000000       NaN -0.0010390        NaN 0.0000000       NaN -0.0167550        NaN 0.0000000       NaN  0.0029015        NaN 0.0000000       NaN -0.0024995        NaN 0.0000000       NaN  0.0006703        NaN 0.0000000       NaN  0.0005666        NaN 0.0000000       NaN -0.0002351        NaN 0.0000000       NaN -0.0001478        NaN 0.0000000       NaN -0.0003220        NaN 0.0000000       NaN -0.0059580        NaN 0.0000000       NaN  0.0020393        NaN 0.0000000       NaN  0.0048491        NaN 0.0000000       NaN -0.0003378        NaN 0.0000000       NaN  0.0000258        NaN 0.0000000       NaN  0.0000748        NaN 0.0000000       NaN -0.0001197        NaN
24 1 0.0000000 0.0000000  0.0218924  0.1102031 0.0000000 0.0000000 -0.0007053  0.0060864 0.0000000 0.0000000  0.0104308 -0.0313481 0.0000000 0.0000000  0.0130782  0.0554108 0.0000000 0.0000000 -0.0028302 -0.0003302 0.0000000 0.0000000 -0.0020037  0.0083474 0.0000000 0.0000000 -0.0019949  0.0007990 0.0000000 0.0000000  0.0007060  0.0005876 0.0000000 0.0000000 -0.0002491 -0.0012387 0.0000000 0.0000000  0.0001822  0.0001346 0.0000000 0.0000000 -0.0027167 -0.0001442 0.0000000 0.0000000 -0.0000602  0.0004990 0.0000000 0.0000000  0.0134631  0.0145806 0.0000000 0.0000000  0.0003481 -0.0006758 0.0000000 0.0000000 -0.0045715  0.0054372 0.0000000 0.0000000  0.0001376 -0.0000260 0.0000000 0.0000000 -0.0023084  0.0002536 0.0000000 0.0000000  0.0000133  0.0002531 0.0000000 0.0000000  0.0017120  0.0006008
24 2 0.0000000 0.0000000  0.0013114 -0.0096234 0.0000000 0.0000000 -0.0239261  0.0044834 0.0000000 0.0000000 -0.0152479  0.0029172 0.0000000 0.0000000 -0.0053600 -0.0007834 0.0000000 0.0000000  0.0105102 -0.0084976 0.0000000 0.0000000  0.0016910  0.0052150 0.0000000 0.0000000 -0.0003005  0.0048342 0.0000000 0.0000000 -0.0002887  0.0001295 0.0000000 0.0000000  0.0012215  0.0014100 0.0000000 0.0000000  0.0008340  0.0001462 0.0000000 0.0000000  0.0001917 -0.0001953 0.0000000 0.0000000  0.0005676  0.0002438 0.0000000 0.0000000  0.0027000  0.0002941 0.0000000 0.0000000  0.0113888 -0.0083056 0.0000000 0.0000000 -0.0000814 -0.0017264 0.0000000 0.0000000  0.0001713 -0.0005426 0.0000000 0.0000000  0.0000638 -0.0000173 0.0000000 0.0000000 -0.0003637 -0.0012068 0.0000000 0.0000000  0.0000604  0.0000879
24 3 0.0000000 0.0000000 -0.0171974  0.0847297 0.0000000 0.0000000  0.0021044 -0.0032332 0.0000000 0.0000000 -0.0127876 -0.0574745 0.0000000 0.0000000 -0.0202811 -0.0167629 0.0000000 0.0000000 -0.0013678  0.0005158 0.0000000 0.0000000  0.0025461  0.0183638 0.0000000 0.0000000 -0.0000165 -0.0002525 0.0000000 0.0000000  0.0002702  0.0004344 0.0000000 0.0000000  0.0002213 -0.0003102 0.0000000 0.0000000  0.0001679 -0.0000436 0.0000000 0.0000000  0.0005927 -0.0005062 0.0000000 0.0000000 -0.0002522  0.0001869 0.0000000 0.0000000  0.0069941  0.0058480 0.0000000 0.0000000  0.0019165  0.0027204 0.0000000 0.0000000 -0.0039684  0.0128876 0.0000000 0.0000000  0.0000408 -0.0001092 0.0000000 0.0000000  0.0001421 -0.0000626 0.0000000 0.0000000 -0.0000421  0.0002335 0.0000000 0.0000000 -0.0000347  0.0000665
25 0 0.0000000       NaN  0.0582604        NaN 0.0000000       NaN  0.0020718        NaN 0.0000000       NaN  0.0263845        NaN 0.0000000       NaN  0.0197822        NaN 0.0000000       NaN -0.0008506        NaN 0.0000000       NaN -0.0012721        NaN 0.0000000       NaN -0.0008685        NaN 0.0000000       NaN  0.0013250        NaN 0.0000000       NaN -0.0002849        NaN 0.0000000       NaN  0.0002127        NaN 0.0000000       NaN -0.0003970        NaN 0.0000000       NaN  0.0001498        NaN 0.0000000       NaN -0.0064634        NaN 0.0000000       NaN  0.0018267        NaN 0.0000000       NaN  0.0137729        NaN 0.0000000       NaN -0.0002085        NaN 0.0000000       NaN  0.0004420        NaN 0.0000000       NaN  0.0001656        NaN 0.0000000       NaN  0.0012166        NaN
25 1 0.0000000 0.0000000 -0.0176986  0.0145767 0.0000000 0.0000000  0.0211157  0.0337368 0.0000000 0.0000000  0.0180205 -0.0065192 0.0000000 0.0000000  0.0099380  0.0062431 0.0000000 0.0000000 -0.0569214 -0.0106105 0.0000000 0.0000000 -0.0052922  0.0023975 0.0000000 0.0000000 -0.0004235  0.0072572 0.0000000 0.0000000 -0.0009954 -0.0005829 0.0000000 0.0000000 -0.0001997 -0.0008426 0.0000000 0.0000000 -0.0002843  0.0007201 0.0000000 0.0000000  0.0000770  0.0000700 0.0000000 0.0000000 -0.0001920 -0.0001075 0.0000000 0.0000000  0.0036166 -0.0029208 0.0000000 0.0000000 -0.0506642 -0.0041360 0.0000000 0.0000000 -0.0012015  0.0053917 0.0000000 0.0000000  0.0003925  0.0004316 0.0000000 0.0000000 -0.0000040  0.0001305 0.0000000 0.0000000 -0.0000776  0.0002871 0.0000000 0.0000000  0.0000871  0.0000753
25 2 0.0000000 0.0000000  0.0449844  0.2892790 0.0000000 0.0000000  0.0062648  0.0059020 0.0000000 0.0000000 -0.0267691 -0.0109745 0.0000000 0.0000000 -0.0097450 -0.0295549 0.0000000 0.0000000 -0.0004356 -0.0075033 0.0000000 0.0000000  0.0167879  0.0053428 0.0000000 0.0000000  0.0009432  0.0001088 0.0000000 0.0000000 -0.0021083  0.0006237 0.0000000 0.0000000 -0.0003983 -0.0005947 0.0000000 0.0000000 -0.0001707  0.0001406 0.0000000 0.0000000  0.0005223 -0.0002364 0.0000000 0.0000000  0.0000070  0.0006158 0.0000000 0.0000000 -0.0020694 -0.0127701 0.0000000 0.0000000 -0.0002268  0.0004963 0.0000000 0.0000000 -0.0072568 -0.0336222 0.0000000 0.0000000  0.0000687  0.0000001 0.0000000 0.0000000  0.0003291 -0.0005330 0.0000000 0.0000000  0.0000174 -0.0001089 0.0000000 0.0000000 -0.0010360 -0.0009301
25 3 0.0000000 0.0000000 -0.0175009 -0.0026815 0.0000000 0.0000000 -0.0004441 -0.0000209 0.0000000 0.0000000  0.0036991 -0.0156228 0.0000000 0.0000000  0.0014214 -0.0023895 0.0000000 0.0000000  0.0106329 -0.0066357 0.0000000 0.0000000 -0.0061175  0.0018006 0.0000000 0.0000000  0.0001035  0.0014487 0.0000000 0.0000000  0.0005068 -0.0000486 0.0000000 0.0000000  0.0003595 -0.0007131 0.0000000 0.0000000 -0.0000941 -0.0005482 0.0000000 0.0000000 -0.0000290 -0.0001134 0.0000000 0.0000000 -0.0001335  0.0001638 0.0000000 0.0000000  0.0021023 -0.0015194 0.0000000 0.0000000  0.0053081  0.0045661 0.0000000 0.0000000 -0.0023135  0.0058284 0.0000000 0.0000000 -0.0000369  0.0001446 0.0000000 0.0000000 -0.0000702  0.0001126 0.0000000 0.0000000  0.0000610  0.0004844 0.0000000 0.0000000  0.0000677 -0.0000319
26 0 0.0000000       NaN -0.0354913        NaN 0.0000000       NaN  0.0439066        NaN 0.0000000       NaN  0.0121120        NaN 0.0000000       NaN  0.0060781        NaN 0.0000000       NaN -0.0359629        NaN 0.0000000       NaN  0.0001536        NaN 0.0000000       NaN -0.0003237        NaN 0.0000000       NaN -0.0001222        NaN 0.0000000       NaN  0.0002684        NaN 0.0000000       NaN  0.0000855        NaN 0.0000000       NaN  0.0001493        NaN 0.0000000       NaN -0.0000282        NaN 0.0000000       NaN -0.0042792        NaN 0.0000000       NaN -0.0114156        NaN 0.0000000       NaN  0.0030231        NaN 0.0000000       NaN -0.0001879        NaN 0.0000000       NaN  0.0000455        NaN 0.0000000       NaN  0.0001217        NaN 0.0000000       NaN  0.0001396        NaN
26 1 0.0000000 0.0000000 -0.0191026  0.2239259 0.0000000 0.0000000 -0.0135050  0.0018022 0.0000000 0.0000000 -0.0151156 -0.0268046 0.0000000 0.0000000 -0.0065502  0.0183006 0.0000000 0.0000000 -0.0005312 -0.0018938 0.0000000 0.0000000  0.0064373 -0.0059871 0.0000000 0.0000000 -0.0000266  0.0005494 0.0000000 0.0000000  0.0005712  0.0014178 0.0000000 0.0000000  0.0008382 -0.0007405 0.0000000 0.0000000  0.0001093  0.0003655 0.0000000 0.0000000 -0.0023083 -0.0001076 0.0000000 0.0000000 -0.0004265  0.0003121 0.0000000 0.0000000  0.0104267  0.0096141 0.0000000 0.0000000 -0.0015176 -0.0000455 0.0000000 0.0000000 -0.0036102 -0.0031514 0.0000000 0.0000000  0.0002837 -0.0003229 0.0000000 0.0000000 -0.0022149 -0.0000067 0.0000000 0.0000000 -0.0002014  0.0005083 0.0000000 0.0000000 -0.0016436 -0.0004336
26 2 0.0000000 0.0000000 -0.0053630 -0.0035675 0.0000000 0.0000000 -0.0317275  0.0039597 0.0000000 0.0000000 -0.0191427 -0.0030676 0.0000000 0.0000000 -0.0031334 -0.0014372 0.0000000 0.0000000  0.0168618 -0.0083132 0.0000000 0.0000000  0.0017625  0.0093249 0.0000000 0.0000000 -0.0007057  0.0033106 0.0000000 0.0000000  0.0002607 -0.0001380 0.0000000 0.0000000  0.0009135  0.0009280 0.0000000 0.0000000  0.0004898 -0.0004779 0.0000000 0.0000000  0.0000754 -0.0001936 0.0000000 0.0000000  0.0000854  0.0001718 0.0000000 0.0000000  0.0006362  0.0000712 0.0000000 0.0000000  0.0138189 -0.0065363 0.0000000 0.0000000  0.0024514 -0.0009387 0.0000000 0.0000000  0.0000419 -0.0005027 0.0000000 0.0000000 -0.0000045  0.0000189 0.0000000 0.0000000 -0.0002231 -0.0011984 0.0000000 0.0000000 -0.0000641  0.0000182
26 3 0.0000000 0.0000000  0.0392594  0.0469452 0.0000000 0.0000000  0.0021165 -0.0140337 0.0000000 0.0000000  0.0041646 -0.0570406 0.0000000 0.0000000 -0.0255302 -0.0300201 0.0000000 0.0000000  0.0024392  0.0038353 0.0000000 0.0000000 -0.0103779  0.0090245 0.0000000 0.0000000 -0.0013021  0.0010282 0.0000000 0.0000000 -0.0002784  0.0000504 0.0000000 0.0000000  0.0007339 -0.0007680 0.0000000 0.0000000  0.0001368 -0.0002660 0.0000000 0.0000000  0.0008834 -0.0004480 0.0000000 0.0000000 -0.0004206  0.0002238 0.0000000 0.0000000  0.0128087  0.0073371 0.0000000 0.0000000 -0.0010311  0.0031320 0.0000000 0.0000000 -0.0116761  0.0094013 0.0000000 0.0000000  0.0000050  0.0000328 0.0000000 0.0000000  0.0002536  0.0001233 0.0000000 0.0000000 -0.0000580  0.0001262 0.0000000 0.0000000  0.0001737 -0.0000526
27 0 0.0000000       NaN -0.0236259        NaN 0.0000000       NaN -0.0085517        NaN 0.0000000       NaN -0.0005470        NaN 0.0000000       NaN  0.0129461        NaN 0.0000000       NaN  0.0032542        NaN 0.0000000       NaN  0.0124050        NaN 0.0000000       NaN -0.0000464        NaN 0.0000000       NaN  0.0019834        NaN 0.0000000       NaN  0.0003466        NaN 0.0000000       NaN  0.0001409        NaN 0.0000000       NaN -0.0013349        NaN 0.0000000       NaN  0.0000223        NaN 0.0000000       NaN -0.0115118        NaN 0.0000000       NaN  0.0003444        NaN 0.0000000       NaN  0.0165099        NaN 0.0000000       NaN  0.0000417        NaN 0.0000000       NaN -0.0001619        NaN 0.0000000       NaN -0.0000905        NaN 0.0000000       NaN -0.0012539        NaN
27 1 0.0000000 0.0000000  0.0014403  0.0256711 0.0000000 0.0000000 -0.0094580  0.0306701 0.0000000 0.0000000 -0.0005888 -0.0142914 0.0000000 0.0000000  0.0038310  0.0012228 0.0000000 0.0000000 -0.0368574 -0.0081006 0.0000000 0.0000000 -0.0043139  0.0073904 0.0000000 0.0000000 -0.0024661  0.0071995 0.0000000 0.0000000 -0.0004722 -0.0005747 0.0000000 0.0000000  0.0009804 -0.0005576 0.0000000 0.0000000  0.0004188 -0.0000436 0.0000000 0.0000000 -0.0000481  0.0000409 0.0000000 0.0000000 -0.0000925 -0.0005648 0.0000000 0.0000000  0.0036908 -0.0043338 0.0000000 0.0000000 -0.0391393 -0.0043774 0.0000000 0.0000000 -0.0000461  0.0068252 0.0000000 0.0000000  0.0002489  0.0003439 0.0000000 0.0000000 -0.0000684  0.0001383 0.0000000 0.0000000  0.0000835 -0.0000758 0.0000000 0.0000000 -0.0002665 -0.0000336
27 2 0.0000000 0.0000000  0.0940877  0.1514672 0.0000000 0.0000000  0.0154268 -0.0068015 0.0000000 0.0000000 -0.0022863 -0.0244076 0.0000000 0.0000000 -0.0267156 -0.0741999 0.0000000 0.0000000  0.0013722 -0.0027673 0.0000000 0.0000000 -0.0050888 -0.0100185 0.0000000 0.0000000 -0.0006562  0.0014130 0.0000000 0.0000000 -0.0032602 -0.0000415 0.0000000 0.0000000 -0.0016257 -0.0005702 0.0000000 0.0000000 -0.0000887 -0.0001706 0.0000000 0.0000000  0.0012986 -0.0001060 0.0000000 0.0000000  0.0003967  0.0005747 0.0000000 0.0000000  0.0040219 -0.0120149 0.0000000 0.0000000 -0.0031829 -0.0001336 0.0000000 0.0000000 -0.0173415 -0.0339577 0.0000000 0.0000000 -0.0000123  0.0002598 0.0000000 0.0000000  0.0007597 -0.0002452 0.0000000 0.0000000  0.0002116 -0.0003762 0.0000000 0.0000000  0.0005668 -0.0003268
27 3 0.0000000 0.0000000 -0.0125374 -0.0128557 0.0000000 0.0000000  0.0006780 -0.0044076 0.0000000 0.0000000  0.0092825 -0.0056540 0.0000000 0.0000000  0.0041544  0.0003288 0.0000000 0.0000000  0.0107124 -0.0038490 0.0000000 0.0000000 -0.0041223 -0.0010282 0.0000000 0.0000000  0.0000835  0.0010792 0.0000000 0.0000000  0.0003666 -0.0000532 0.0000000 0.0000000  0.0004328 -0.0005363 0.0000000 0.0000000 -0.0004054 -0.0006813 0.0000000 0.0000000 -0.0000606 -0.0000664 0.0000000 0.0000000 -0.0003302 -0.0000323 0.0000000 0.0000000  0.0012294 -0.0026750 0.0000000 0.0000000  0.0046383  0.0033829 0.0000000 0.0000000 -0.0016812  0.0067363 0.0000000 0.0000000  0.0000776  0.0001939 0.0000000 0.0000000 -0.0000700  0.0001178 0.0000000 0.0000000 -0.0001047  0.0004124 0.0000000 0.0000000  0.0000662  0.0000457
28 0 0.0000000       NaN -0.0428205        NaN 0.0000000       NaN  0.0414550        NaN 0.0000000       NaN  0.0190789        NaN 0.0000000       NaN  0.0077027        NaN 0.0000000       NaN -0.0420157        NaN 0.0000000       NaN -0.0039881        NaN 0.0000000       NaN -0.0001022        NaN 0.0000000       NaN  0.0000798        NaN 0.0000000       NaN  0.0013736        NaN 0.0000000       NaN  0.0003361        NaN 0.0000000       NaN  0.0000063        NaN 0.0000000       NaN  0.0001077        NaN 0.0000000       NaN -0.0019445        NaN 0.0000000       NaN -0.0183676        NaN 0.0000000       NaN  0.0009780        NaN 0.0000000       NaN -0.0000481        NaN 0.0000000       NaN  0.0000660        NaN 0.0000000       NaN -0.0000609        NaN 0.0000000       NaN -0.0000924        NaN
28 1 0.0000000 0.0000000 -0.0462042  0.1569444 0.0000000 0.0000000  0.0029442 -0.0105403 0.0000000 0.0000000  0.0415708 -0.0126035 0.0000000 0.0000000  0.0007229 -0.0204575 0.0000000 0.0000000 -0.0017948  0.0018129 0.0000000 0.0000000 -0.0119105 -0.0221090 0.0000000 0.0000000 -0.0016086  0.0010356 0.0000000 0.0000000 -0.0003665  0.0010840 0.0000000 0.0000000 -0.0001716 -0.0007802 0.0000000 0.0000000  0.0002408  0.0001478 0.0000000 0.0000000 -0.0016886 -0.0001626 0.0000000 0.0000000 -0.0001375  0.0002705 0.0000000 0.0000000  0.0166064  0.0032458 0.0000000 0.0000000 -0.0035104  0.0009659 0.0000000 0.0000000 -0.0129628 -0.0115850 0.0000000 0.0000000  0.0001425 -0.0001540 0.0000000 0.0000000 -0.0018332  0.0001107 0.0000000 0.0000000  0.0000638  0.0002885 0.0000000 0.0000000  0.0017937  0.0001765
28 2 0.0000000 0.0000000 -0.0081788 -0.0139893 0.0000000 0.0000000 -0.0361998  0.0029617 0.0000000 0.0000000 -0.0102652  0.0174560 0.0000000 0.0000000  0.0019330  0.0027924 0.0000000 0.0000000  0.0197844 -0.0078345 0.0000000 0.0000000  0.0053911  0.0056528 0.0000000 0.0000000 -0.0001381  0.0019584 0.0000000 0.0000000  0.0004966  0.0000802 0.0000000 0.0000000  0.0002514  0.0010194 0.0000000 0.0000000  0.0001745 -0.0008653 0.0000000 0.0000000 -0.0000173 -0.0003148 0.0000000 0.0000000  0.0001037  0.0000298 0.0000000 0.0000000  0.0000152  0.0004130 0.0000000 0.0000000  0.0143944 -0.0068354 0.0000000 0.0000000  0.0023319 -0.0032174 0.0000000 0.0000000  0.0001197 -0.0005374 0.0000000 0.0000000 -0.0000386 -0.0000224 0.0000000 0.0000000 -0.0003437 -0.0010602 0.0000000 0.0000000  0.0001421  0.0000647
28 3 0.0000000 0.0000000 -0.0129812  0.0477185 0.0000000 0.0000000  0.0026512 -0.0081268 0.0000000 0.0000000 -0.0030544 -0.0586291 0.0000000 0.0000000 -0.0291868 -0.0369462 0.0000000 0.0000000 -0.0042576 -0.0008095 0.0000000 0.0000000 -0.0114587  0.0025197 0.0000000 0.0000000  0.0001670 -0.0000359 0.0000000 0.0000000  0.0004380  0.0001905 0.0000000 0.0000000  0.0007974 -0.0004585 0.0000000 0.0000000  0.0003600 -0.0000990 0.0000000 0.0000000  0.0006336 -0.0002437 0.0000000 0.0000000 -0.0001387  0.0002602 0.0000000 0.0000000  0.0111500  0.0073593 0.0000000 0.0000000  0.0007463  0.0034860 0.0000000 0.0000000 -0.0096125  0.0094486 0.0000000 0.0000000 -0.0001321 -0.0000634 0.0000000 0.0000000  0.0001978 -0.0000037 0.0000000 0.0000000  0.0001245  0.0002346 0.0000000 0.0000000 -0.0000987  0.0000814
29 0 0.0000000       NaN -0.0326696        NaN 0.0000000       NaN -0.0036265        NaN 0.0000000       NaN  0.0370389        NaN 0.0000000       NaN  0.0186847        NaN 0.0000000       NaN  0.0027613        NaN 0.0000000       NaN  0.0003859        NaN 0.0000000       NaN -0.0012685        NaN 0.0000000       NaN  0.0015190        NaN 0.0000000       NaN -0.0000264        NaN 0.0000000       NaN  0.0003359        NaN 0.0000000       NaN -0.0017643        NaN 0.0000000       NaN -0.0000014        NaN 0.0000000       NaN -0.0051389        NaN 0.0000000       NaN  0.0020376        NaN 0.0000000       NaN  0.0057429        NaN 0.0000000       NaN -0.0000690        NaN 0.0000000       NaN -0.0006446        NaN 0.0000000       NaN  0.0001772        NaN 0.0000000       NaN  0.0013535        NaN
29 1 0.0000000 0.0000000 -0.0006817  0.0213663 0.0000000 0.0000000 -0.0256847  0.0327115 0.0000000 0.0000000 -0.0041532 -0.0070654 0.0000000 0.0000000  0.0046746 -0.0013881 0.0000000 0.0000000 -0.0187919 -0.0063419 0.0000000 0.0000000  0.0032108  0.0006550 0.0000000 0.0000000 -0.0019482  0.0063029 0.0000000 0.0000000 -0.0006928  0.0000250 0.0000000 0.0000000  0.0002972  0.0003512 0.0000000 0.0000000  0.0009189 -0.0005549 0.0000000 0.0000000  0.0000201  0.0000145 0.0000000 0.0000000  0.0001492 -0.0008649 0.0000000 0.0000000  0.0034018 -0.0040010 0.0000000 0.0000000 -0.0281839 -0.0071684 0.0000000 0.0000000 -0.0003386  0.0037670 0.0000000 0.0000000  0.0001745  0.0002283 0.0000000 0.0000000 -0.0000281 -0.0000560 0.0000000 0.0000000  0.0003562 -0.0004061 0.0000000 0.0000000 -0.0000215  0.0000783
29 2 0.0000000 0.0000000 -0.0208324  0.0820299 0.0000000 0.0000000  0.0018745 -0.0103016 0.0000000 0.0000000 -0.0272166 -0.0214131 0.0000000 0.0000000 -0.0351810 -0.0853156 0.0000000 0.0000000 -0.0007705 -0.0045407 0.0000000 0.0000000  0.0011516 -0.0107384 0.0000000 0.0000000  0.0016231  0.0000513 0.0000000 0.0000000 -0.0026346  0.0002888 0.0000000 0.0000000 -0.0010071  0.0002121 0.0000000 0.0000000  0.0000620 -0.0001429 0.0000000 0.0000000  0.0014532 -0.0002496 0.0000000 0.0000000  0.0004553  0.0001333 0.0000000 0.0000000  0.0017461 -0.0100917 0.0000000 0.0000000  0.0002877  0.0016052 0.0000000 0.0000000 -0.0120442 -0.0269765 0.0000000 0.0000000 -0.0000772  0.0002383 0.0000000 0.0000000  0.0009455 -0.0003738 0.0000000 0.0000000  0.0002071 -0.0004250 0.0000000 0.0000000 -0.0005767 -0.0003497
29 3 0.0000000 0.0000000 -0.0071146 -0.0012391 0.0000000 0.0000000  0.0106216 -0.0056009 0.0000000 0.0000000 -0.0041801 -0.0078064 0.0000000 0.0000000  0.0032323  0.0020839 0.0000000 0.0000000  0.0059292 -0.0020456 0.0000000 0.0000000  0.0003290  0.0030633 0.0000000 0.0000000 -0.0004730 -0.0004983 0.0000000 0.0000000  0.0005793 -0.0004221 0.0000000 0.0000000 -0.0000269 -0.0004219 0.0000000 0.0000000 -0.0005244 -0.0005052 0.0000000 0.0000000 -0.0001298 -0.0001070 0.0000000 0.0000000 -0.0004067 -0.0002499 0.0000000 0.0000000 -0.0007671 -0.0049556 0.0000000 0.0000000  0.0018452  0.0035639 0.0000000 0.0000000  0.0012743  0.0090248 0.0000000 0.0000000 -0.0000756  0.0001807 0.0000000 0.0000000 -0.0001480  0.0001688 0.0000000 0.0000000  0.0001321  0.0005550 0.0000000 0.0000000  0.0000079 -0.0000385
30 0 0.0000000       NaN -0.0619147        NaN 0.0000000       NaN  0.0359442        NaN 0.0000000       NaN  0.0103527        NaN 0.0000000       NaN  0.0121103        NaN 0.0000000       NaN -0.0455707        NaN 0.0000000       NaN  0.0038267        NaN 0.0000000       NaN  0.0014195        NaN 0.0000000       NaN -0.0000155        NaN 0.0000000       NaN  0.0003798        NaN 0.0000000       NaN  0.0003245        NaN 0.0000000       NaN -0.0001008        NaN 0.0000000       NaN  0.0005272        NaN 0.0000000       NaN -0.0033534        NaN 0.0000000       NaN -0.0248076        NaN 0.0000000       NaN  0.0030066        NaN 0.0000000       NaN -0.0001016        NaN 0.0000000       NaN  0.0000822        NaN 0.0000000       NaN  0.0001575        NaN 0.0000000       NaN  0.0002066        NaN
30 1 0.0000000 0.0000000 -0.0717058  0.1897341 0.0000000 0.0000000 -0.0148622 -0.0008016 0.0000000 0.0000000  0.0256520  0.0039805 0.0000000 0.0000000  0.0002447 -0.0382207 0.0000000 0.0000000  0.0017162 -0.0009006 0.0000000 0.0000000 -0.0099201 -0.0200637 0.0000000 0.0000000  0.0003966  0.0010491 0.0000000 0.0000000 -0.0004311  0.0012445 0.0000000 0.0000000  0.0003393 -0.0003674 0.0000000 0.0000000 -0.0000529  0.0001904 0.0000000 0.0000000 -0.0010789 -0.0002171 0.0000000 0.0000000 -0.0005944  0.0000600 0.0000000 0.0000000  0.0083428 -0.0015900 0.0000000 0.0000000 -0.0017737 -0.0013763 0.0000000 0.0000000 -0.0065695 -0.0171271 0.0000000 0.0000000  0.0004187 -0.0003863 0.0000000 0.0000000 -0.0014752 -0.0000591 0.0000000 0.0000000 -0.0003291  0.0003845 0.0000000 0.0000000 -0.0012233 -0.0004962
